sample-id	biosample_accession	biospecimen_repository_sample_id	bodysite	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	psn	public	qiita_study_id	sample_type	sample_type_qiita	scientific_name	sequencecenter	taxon_id	title
1927.SRS043591.SRX020540.SRR047257	SAMN00063600	700106366	Tongue_dorsum	HMP_SRS043591.SRX020540.SRR047257	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	289996019	9606	39	-77	HMPDAC	FALSE	700106366	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043603.SRX022224.SRR058087	SAMN00063612	700110331	Throat	HMP_SRS043603.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	892969023	9606	39	-77	HMPDAC	FALSE	700110331	TRUE	1927	Throat	throat	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043640.SRX020677.SRR048003	SAMN00063649	700102637	R_Retroauricular_crease	HMP_SRS043640.SRX020677.SRR048003	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	159227541	9606	39	-77	HMPDAC	FALSE	700102637	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	BCM	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043642.SRX020514.SRR046796	SAMN00063651	700105071	Tongue_dorsum	HMP_SRS043642.SRX020514.SRR046796	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	178713055	9606	39	-77	HMPDAC	FALSE	700105071	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043642.SRX020550.SRR046434	SAMN00063651	700105071	Tongue_dorsum	HMP_SRS043642.SRX020550.SRR046434	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	178713055	9606	39	-77	HMPDAC	FALSE	700105071	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043664.SRX020580.SRR047130	SAMN00063673	700103585	Anterior_nares	HMP_SRS043664.SRX020580.SRR047130	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	863126187	9606	39	-77	HMPDAC	FALSE	700103585	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	WUGSC	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043675.SRX020678.SRR048037	SAMN00063684	700102639	L_Antecubital_fossa	HMP_SRS043675.SRX020678.SRR048037	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	159227541	9606	39	-77	HMPDAC	FALSE	700102639	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	BCM	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043680.SRX020578.SRR047304	SAMN00063689	700105374	Saliva	HMP_SRS043680.SRX020578.SRR047304	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700105374	TRUE	1927	Saliva	saliva	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043683.SRX022156.SRR058115	SAMN00063692	700109272	Palatine_Tonsils	HMP_SRS043683.SRX022156.SRR058115	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	human	Homo sapiens	638754422	9606	39	-77	HMPDAC	FALSE	700109272	TRUE	1927	Palatine_Tonsils	palatine tonsil	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043706.SRX022244.SRR058107	SAMN00063715	700107868	L_Antecubital_fossa	HMP_SRS043706.SRX022244.SRR058107	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	161311242	9606	39	-77	HMPDAC	FALSE	700107868	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	JCVI	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043722.SRX020549.SRR046499	SAMN00063731	700103647	L_Antecubital_fossa	HMP_SRS043722.SRX020549.SRR046499	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	765094712	9606	39	-77	HMPDAC	FALSE	700103647	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043728.SRX020527.SRR047173	SAMN00063737	700105171	R_Antecubital_fossa	HMP_SRS043728.SRX020527.SRR047173	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	612472597	9606	39	-77	HMPDAC	FALSE	700105171	TRUE	1927	R_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043730.SRX020568.SRR047022	SAMN00063739	700106424	Attached_Keratinized_gingiva	HMP_SRS043730.SRX020568.SRR047022	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	517810313	9606	39	-77	HMPDAC	FALSE	700106424	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043758.SRX020568.SRR046940	SAMN00063767	700105189	Hard_palate	HMP_SRS043758.SRX020568.SRR046940	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	612472597	9606	39	-77	HMPDAC	FALSE	700105189	TRUE	1927	Hard_palate	hard palate	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043804.SRX020531.SRR046050	SAMN00063813	700038626	Stool	HMP_SRS043804.SRX020531.SRR046050	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	404239096	9606	39	-77	HMPDAC	FALSE	700038626	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043804.SRX020544.SRR045921	SAMN00063813	700038626	Stool	HMP_SRS043804.SRX020544.SRR045921	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	404239096	9606	39	-77	HMPDAC	FALSE	700038626	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043821.SRX020542.SRR046368	SAMN00063830	700106617	Saliva	HMP_SRS043821.SRX020542.SRR046368	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	763982056	9606	39	-77	HMPDAC	FALSE	700106617	TRUE	1927	Saliva	saliva	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043826.SRX022241.SRR058097	SAMN00063835	700108072	Hard_palate	HMP_SRS043826.SRX022241.SRR058097	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	161270782	9606	39	-77	HMPDAC	FALSE	700108072	TRUE	1927	Hard_palate	hard palate	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043848.SRX020567.SRR046590	SAMN00063857	700106318	R_Retroauricular_crease	HMP_SRS043848.SRX020567.SRR046590	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	550534656	9606	39	-77	HMPDAC	FALSE	700106318	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043886.SRX020514.SRR046784	SAMN00063895	700105346	Attached_Keratinized_gingiva	HMP_SRS043886.SRX020514.SRR046784	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	516889361	9606	39	-77	HMPDAC	FALSE	700105346	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043889.SRX020578.SRR047243	SAMN00063898	700106627	Attached_Keratinized_gingiva	HMP_SRS043889.SRX020578.SRR047243	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	763982056	9606	39	-77	HMPDAC	FALSE	700106627	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043922.SRX022156.SRR058115	SAMN00063931	700109294	Posterior_fornix	HMP_SRS043922.SRX022156.SRR058115	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	human	Homo sapiens	638754422	9606	39	-77	HMPDAC	FALSE	700109294	TRUE	1927	Posterior_fornix	vaginal mucus	human vaginal metagenome	JCVI	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043928.SRX020549.SRR049402	SAMN00063937	700105222	L_Retroauricular_crease	HMP_SRS043928.SRX020549.SRR049402	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	763820215	9606	39	-77	HMPDAC	FALSE	700105222	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043966.SRX020567.SRR046637	SAMN00063975	700105114	R_Antecubital_fossa	HMP_SRS043966.SRX020567.SRR046637	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	256789458	9606	39	-77	HMPDAC	FALSE	700105114	TRUE	1927	R_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043968.SRX020567.SRR046764	SAMN00063977	700105480	L_Retroauricular_crease	HMP_SRS043968.SRX020567.SRR046764	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	643185023	9606	39	-77	HMPDAC	FALSE	700105480	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043993.SRX020547.SRR045787	SAMN00064002	700106034	Throat	HMP_SRS043993.SRX020547.SRR045787	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	764184357	9606	39	-77	HMPDAC	FALSE	700106034	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS043993.SRX020557.SRR046098	SAMN00064002	700106034	Throat	HMP_SRS043993.SRX020557.SRR046098	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	764184357	9606	39	-77	HMPDAC	FALSE	700106034	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044027.SRX020514.SRR049469	SAMN00064036	700106741	Supragingival_plaque	HMP_SRS044027.SRX020514.SRR049469	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	184349034	9606	39	-77	HMPDAC	FALSE	700106741	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044027.SRX020550.SRR047712	SAMN00064036	700106741	Supragingival_plaque	HMP_SRS044027.SRX020550.SRR047712	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	184349034	9606	39	-77	HMPDAC	FALSE	700106741	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044032.SRX022241.SRR058097	SAMN00064041	700108507	Hard_palate	HMP_SRS044032.SRX022241.SRR058097	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	160967330	9606	39	-77	HMPDAC	FALSE	700108507	TRUE	1927	Hard_palate	hard palate	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044041.SRX020531.SRR046039	SAMN00064050	700038777	Throat	HMP_SRS044041.SRX020531.SRR046039	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	508703490	9606	39	-77	HMPDAC	FALSE	700038777	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044041.SRX020544.SRR045870	SAMN00064050	700038777	Throat	HMP_SRS044041.SRX020544.SRR045870	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	508703490	9606	39	-77	HMPDAC	FALSE	700038777	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044071.SRX020567.SRR046630	SAMN00064080	700106786	L_Retroauricular_crease	HMP_SRS044071.SRX020567.SRR046630	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	857980665	9606	39	-77	HMPDAC	FALSE	700106786	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044078.SRX020550.SRR046444	SAMN00064087	700105081	Throat	HMP_SRS044078.SRX020550.SRR046444	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	178713055	9606	39	-77	HMPDAC	FALSE	700105081	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044092.SRX020670.SRR047660	SAMN00064101	700105691	Tongue_dorsum	HMP_SRS044092.SRX020670.SRR047660	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	763456073	9606	39	-77	HMPDAC	FALSE	700105691	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044110.SRX022244.SRR058107	SAMN00064119	700108834	L_Antecubital_fossa	HMP_SRS044110.SRX022244.SRR058107	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	160987560	9606	39	-77	HMPDAC	FALSE	700108834	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	JCVI	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044145.SRX020578.SRR047251	SAMN00064154	700105384	Attached_Keratinized_gingiva	HMP_SRS044145.SRX020578.SRR047251	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700105384	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044175.SRX022224.SRR058087	SAMN00064184	700109364	Supragingival_plaque	HMP_SRS044175.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	160866180	9606	39	-77	HMPDAC	FALSE	700109364	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044192.SRX022156.SRR058115	SAMN00064201	700109431	Subgingival_plaque	HMP_SRS044192.SRX022156.SRR058115	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	370425937	9606	39	-77	HMPDAC	FALSE	700109431	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044206.SRX022156.SRR058115	SAMN00064215	700109492	Supragingival_plaque	HMP_SRS044206.SRX022156.SRR058115	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	161554003	9606	39	-77	HMPDAC	FALSE	700109492	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044226.SRX022232.SRR058094	SAMN00064235	700101805	Tongue_dorsum	HMP_SRS044226.SRX022232.SRR058094	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	514014184	9606	39	-77	HMPDAC	FALSE	700101805	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044248.SRX022224.SRR058087	SAMN00064257	700109362	Throat	HMP_SRS044248.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	160866180	9606	39	-77	HMPDAC	FALSE	700109362	TRUE	1927	Throat	throat	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044264.SRX022241.SRR058097	SAMN00064273	700109839	Tongue_dorsum	HMP_SRS044264.SRX022241.SRR058097	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	160947100	9606	39	-77	HMPDAC	FALSE	700109839	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044265.SRX020578.SRR047254	SAMN00064274	700106050	Vaginal_introitus	HMP_SRS044265.SRX020578.SRR047254	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	human	Homo sapiens	764184357	9606	39	-77	HMPDAC	FALSE	700106050	TRUE	1927	Vaginal_introitus	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044266.SRX022224.SRR058087	SAMN00064275	700110452	Hard_palate	HMP_SRS044266.SRX022224.SRR058087	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	604812005	9606	39	-77	HMPDAC	FALSE	700110452	TRUE	1927	Hard_palate	hard palate	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044272.SRX020514.SRR049479	SAMN00064281	700105510	Supragingival_plaque	HMP_SRS044272.SRX020514.SRR049479	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	643185023	9606	39	-77	HMPDAC	FALSE	700105510	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044272.SRX020550.SRR047717	SAMN00064281	700105510	Supragingival_plaque	HMP_SRS044272.SRX020550.SRR047717	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	643185023	9606	39	-77	HMPDAC	FALSE	700105510	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044297.SRX022241.SRR058097	SAMN00064306	700107862	Subgingival_plaque	HMP_SRS044297.SRX022241.SRR058097	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	161311242	9606	39	-77	HMPDAC	FALSE	700107862	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044314.SRX020568.SRR047018	SAMN00064323	700103311	Tongue_dorsum	HMP_SRS044314.SRX020568.SRR047018	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	682449369	9606	39	-77	HMPDAC	FALSE	700103311	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS044339.SRX022156.SRR058115	SAMN00064348	700109494	Subgingival_plaque	HMP_SRS044339.SRX022156.SRR058115	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	161554003	9606	39	-77	HMPDAC	FALSE	700109494	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	JCVI	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
