68e62c15a78a77093c346506d1b2e5fa,NR_117792,0.0,720,77,100.000,Stomatobaculum longum
886e3d83c7eacb0cc263e6affd193539,NR_117792,0.0,720,77,100.000,Stomatobaculum longum
e852829e731a55a6661dae8713148de8,NR_117792,0.0,720,77,100.000,Stomatobaculum longum
b44949dbdd0270f9680877d2ba4ab288,NR_117792,0.0,720,77,100.000,Stomatobaculum longum
86d2c46a303bc95d9c0d52a1e5381b7d,NR_117792,0.0,720,77,100.000,Stomatobaculum longum
a15401c1f5cd42818ebf89a1ce059132,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
a99cc49694ca7f429335f470e49dce8a,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
1362f42e5a00aed7169572292815c4df,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
4d5c8bc23099f714122a6a59a25b12da,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
624e08a26abccee7db785d3439a970f4,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
d7940329515bc1bae1f2f4edf3f067ed,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
fdf0e39a4533b61fb4997a99ce16a4f9,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
24f5cd309bca045b1d082b32ba1248ed,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
a8e031c9d1e1bdb739a07a6e433f63d0,NR_117792,0.0,716,78,99.751,Stomatobaculum longum
06ba38b32c629e07a51eb39daf87f4fe,NR_117792,0.0,712,77,99.749,Stomatobaculum longum
23e437fc5bf0c958c55c52e7cc50c67d,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
c2cedbba16c551483643a88cc79bae12,NR_117792,0.0,716,77,99.749,Stomatobaculum longum
36ba5be8023eb509cce9eafe6bfa4ae6,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
8edbe7caac81337693530870cb4498bd,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
8e7082f8eea90bec14cc456532a3d3be,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
455333312d6d07e90921b612ba241a68,NR_117792,0.0,715,78,99.501,Stomatobaculum longum
b19d7e0bf54845e11418d31e206fd44b,NR_117792,0.0,711,78,99.256,Stomatobaculum longum
8b45de73419ce07ee4bbeb07ec5647ef,NR_117792,0.0,718,78,99.751,Stomatobaculum longum
ab288375e3aa79c4898ef0b5f934c1ac,NR_117792,0.0,718,78,99.751,Stomatobaculum longum
9c47b42255d14ab13b859a5e57f2f086,NR_117792,0.0,713,78,99.502,Stomatobaculum longum
e93059f5d2a1640a8c5849e80c5820ca,NR_117792,0.0,713,78,99.502,Stomatobaculum longum
c31f507e41c3f02f739e92687bdb3c91,NR_117792,0.0,711,78,99.504,Stomatobaculum longum
7e1c846d97b574fbe5accbdb52b44f7d,NR_117792,0.0,710,78,99.502,Stomatobaculum longum
1f90eac6493418dc8952bad6fbb4473d,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
b9d9a07eaaa27058f9f6dfd584c5eeab,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
59d1d93b64cbd6f1d8905d6ede116cb2,NR_117792,0.0,715,78,99.501,Stomatobaculum longum
eea6e9f30bbe5c129f27936699798ee7,NR_117792,0.0,715,78,99.501,Stomatobaculum longum
02e3056f590ed479f558c9c0ce6c6857,NR_117792,0.0,709,78,99.254,Stomatobaculum longum
9c9dd5beed37090bdd3e9ee947c025bd,NR_117792,0.0,692,78,98.762,Stomatobaculum longum
3a97751515c82bfcb9cab679e8dcf320,NR_117792,0.0,715,78,99.501,Stomatobaculum longum
c0f93162bee9aac8ee9edf91d6945794,NR_117792,0.0,715,78,99.501,Stomatobaculum longum
abe898a677a12b22414e0af8d98305c4,NR_117792,0.0,711,77,99.499,Stomatobaculum longum
d8dfb3cd0f6e505d40f285d5b9c8e32f,NR_117792,0.0,715,78,99.501,Stomatobaculum longum
865c758849d851c5e86b0fe8df05c459,NR_074809,0.0,719,97,92.231,Roseburia hominis A2-183
876644957cc209dbb0550e80a364eebf,NR_117792,0.0,713,78,99.502,Stomatobaculum longum
faf4d6d91c02cc70c525cadec544875f,NR_117792,0.0,718,78,99.750,Stomatobaculum longum
8fc0d620caab177088cf18b5f93c2142,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
9ef617490a40a3b389ca70985db7ec8e,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
c61e61d2806fb6c70941e86fcccc1cd3,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
236020706b2c6b0cef811136a1e61216,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
2af6756e77ec2c0b77190119ea7f06e6,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
fe8520e435ae1ea76990d0eca9bb8696,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
5124a08a076e76c82c30714f5bbbdab5,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
62f676ff1d2fd2c25bf7bb232c99b239,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
ffbcd62865c21024b81ee8b5bfe8929b,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
866f9e134baa4550f820a90f4adb5f61,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
6f02e886b65af4bb440cd583193b2b9c,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
ced5522ace215cbbc4440e8180495f58,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
f846f601b3cf6f91f683e1e941489c28,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
58fa3bdc74d87f442d8dac1e8bd49087,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
8565c95cb73c9108d90577c806b45e48,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
9e87514a16b0a275ac9b710a0a153860,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
1a94ca1167947ab20f389e276f84f8c5,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
ae7d7c180db9b6f690eb6b1ae08e4bd4,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
2d4a872490794e67aef73c4d61fe43ef,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
36adf0ab450ac811329e61ca921ac7d9,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
11517d436a8300316c009a7b05ffccf6,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
a40dfedf9344ee057e99c7644f77c9af,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
ee1716afe4b2f44fcff0eb2e9e364f8e,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
5a1dc5d9700e7a89980b22cc09e6567a,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
e6b55b23e2bc5efdc04e9db9ad890bde,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
922eb48a5b596320753efef39c737230,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
ef950760e5206b2fc8c6b8d1bb2b4a51,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
3e8e332e52f39298da1eac8590e2b53a,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
9a4fccdfecbce6605b8400f3d1909429,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
cece65cc0736dd43b32df4b82c950988,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
b0547cc3c7892a318f0533ac9fbc1b11,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
444f7714fb88e8c9429d978336a5d6c9,NR_117792,0.0,711,78,99.501,Stomatobaculum longum
cc39573ae86b666e0213c93b60174d64,NR_117792,0.0,711,78,99.501,Stomatobaculum longum
129f5e4c3364a261a2430b994cf73570,NR_117792,0.0,707,78,99.007,Stomatobaculum longum
30c60410b4233f124128e8369c05df9e,NR_117792,0.0,713,78,99.502,Stomatobaculum longum
474e7242233612b854992d9338cf414b,NR_117792,0.0,713,78,99.502,Stomatobaculum longum
e092c5e5fdad9ffc144874c64c9fd429,NR_117792,0.0,713,78,99.502,Stomatobaculum longum
7a136c8f06089657dacd2d222eca54ca,NR_117792,0.0,707,78,99.256,Stomatobaculum longum
27218e01df23c942e1e70e6635fdd533,NR_117792,0.0,719,78,99.751,Stomatobaculum longum
62ea2be27d346d46e88a45dce866705a,NR_117792,0.0,705,78,99.254,Stomatobaculum longum
bda158ef81f947ae1c717cad1ec32547,NR_117792,0.0,716,77,99.749,Stomatobaculum longum
25cb677d78b6a94a7c093405016055e8,NR_180825,0.0,695,97,91.182,Roseburia porci
6bd16df6c07e034723ee38336d167d72,NR_041667,1.37e-158,558,87,90.268,Parasutterella excrementihominis
6bd16df6c07e034723ee38336d167d72,NR_041667,0.002,42.8,87,84.211,Parasutterella excrementihominis
a3d058fb1648e4db03cb2fa1addfe0dc,NR_114315,0.0,790,95,95.688,Blautia luti DSM 14534
ab183e1bf789519f0f67537d4ebf63c7,NR_113231,0.0,791,97,95.181,Blautia glucerasea
c4baa40ace71b1d5d1c89ca81f1cce13,NR_113231,0.0,795,97,95.382,Blautia glucerasea
d29f115f233cbb73405d64ffab40af29,NR_113231,0.0,787,97,95.181,Blautia glucerasea
95f9e0921250a19b4f291ece545834f8,NR_118692,0.0,809,90,98.712,Blautia obeum ATCC 29174
86c5cd83409126e06974a8ca61aea1e4,NR_113231,0.0,800,97,95.582,Blautia glucerasea
e395b3e59b9a7b90b0ffccfc2a03ea65,NR_113231,0.0,793,97,95.391,Blautia glucerasea
f32f59e3d1fc1d0cc96b0d96b70a9cbe,NR_114315,0.0,788,95,95.688,Blautia luti DSM 14534
9835b355652cad601cc53fb1d00d1164,NR_114315,0.0,794,95,95.893,Blautia luti DSM 14534
9966779611e4985f0c2eac33b2957cc5,NR_114315,0.0,792,95,95.893,Blautia luti DSM 14534
cf55a12bc02366bb0962840d80352e41,NR_181402,0.0,801,87,99.557,Blautia intestinalis
a30fa1b230ea00cd9f2aa8d32d2e77a4,NR_181402,0.0,795,88,99.336,Blautia intestinalis
714fca0d8ebfcbbd383a6f5830557452,NR_118086,0.0,873,96,98.992,Lachnoanaerobaculum orale
dc05644afe7f77babadbadb78a42acf2,NR_179584,0.0,810,93,96.862,Blautia phocaeensis
e7e51b2af8d82c11c2d84c101fe6d02d,NR_112835,1.28e-133,475,88,83.885,Parabacteroides gordonii
0b19280a817e99036825b509c54e6905,NR_147404,0.0,664,80,95.400,Massiliprevotella massiliensis
a6d0208b6e8bcfb8d16a52422b1164f3,NR_118086,0.0,860,96,98.589,Lachnoanaerobaculum orale
3326da859c11e451b5bbd326519d9f81,NR_074809,0.0,761,98,93.837,Roseburia hominis A2-183
187c93aeb7508ad40dab0540d90f18fe,NR_042007,0.0,763,97,94.165,Roseburia inulinivorans DSM 16841
d9a9568a850ab12aa2867f4f3770d394,NR_074809,0.0,765,98,94.036,Roseburia hominis A2-183
7307745a38aaeee8472fe7f71d932efd,NR_042007,0.0,767,97,94.366,Roseburia inulinivorans DSM 16841
484b2e2ca1b8de2679e5fc633ce76d2a,NR_074809,2.47e-174,610,99,86.990,Roseburia hominis A2-183
22d7cfb9bc30db04076d6cdff60890a2,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
6005c19ad4c48d873df6070836ddd668,NR_151895,0.0,728,98,91.502,Anaerocolumna cellulosilytica
b640d4679e209bb8310df97d78d44a19,NR_118086,0.0,846,97,97.996,Lachnoanaerobaculum orale
b23c13462302e7dc27acad6688cca9cf,NR_114315,0.0,813,95,96.933,Blautia luti DSM 14534
ded477298eb6d4c6abd0692f76e79a7d,NR_118086,0.0,871,97,98.994,Lachnoanaerobaculum orale
8c077cec7ffb7a6adadab4d0a4128f5c,NR_118086,0.0,851,97,98.193,Lachnoanaerobaculum orale
6362ae84e37709be51eeaf2ac6531d4f,NR_118086,0.0,840,96,97.787,Lachnoanaerobaculum orale
f239715800357299ef4aa8c33e3ad988,NR_118086,0.0,842,97,97.791,Lachnoanaerobaculum orale
f51dd7fa20d92fd8cb8e6818fcfee9d4,NR_118086,0.0,826,96,97.390,Lachnoanaerobaculum orale
e3c6bc9fca33d4d593bc746c54085758,NR_118086,0.0,862,97,98.592,Lachnoanaerobaculum orale
853aa06561a62173f2091f7391149ff1,NR_104684,0.0,858,97,98.200,Lachnoanaerobaculum saburreum DSM 3986
d0f3f65e91775b0fbf309019cf1aa739,NR_118086,0.0,848,97,97.988,Lachnoanaerobaculum orale
2320084687557ee206c8de5478ea66d3,NR_104684,0.0,854,97,98.000,Lachnoanaerobaculum saburreum DSM 3986
f7bbaa0455bba0b0400bd57980395d54,NR_118086,0.0,840,96,97.787,Lachnoanaerobaculum orale
99fb9b7a77d3b457343cb8ee7ed14f74,NR_118086,0.0,857,97,98.390,Lachnoanaerobaculum orale
d0c8b2316c05efb4f76588efd2b78a34,NR_179631,0.0,695,97,91.235,Corynebacterium dentalis
83ea5f19dbba1d203e494c06b32d9b9c,NR_118086,0.0,859,96,98.387,Lachnoanaerobaculum orale
559ac80308aa5d2a2b703195896baa96,NR_104684,0.0,892,97,99.599,Lachnoanaerobaculum saburreum DSM 3986
0a174c74fbb3bc253cb0d46e8b5231de,NR_114315,0.0,817,95,96.920,Blautia luti DSM 14534
4dda90e8b3dfd086aab100878a224dd5,NR_114315,0.0,797,94,96.304,Blautia luti DSM 14534
ab78673c48c35ddba1eb6cc4c584b726,NR_114315,0.0,826,95,97.331,Blautia luti DSM 14534
a81def7f75785146d80c2d0a831ae2b2,NR_113231,0.0,795,97,95.382,Blautia glucerasea
36a736dee9ba04898030603498447405,NR_114315,0.0,821,95,97.125,Blautia luti DSM 14534
801f74e2cf212db77f55d3c7a9b7ecfb,NR_113231,0.0,809,97,95.984,Blautia glucerasea
c4be86d7ec2b081e66f017c58b25a3ef,NR_114315,0.0,812,95,96.715,Blautia luti DSM 14534
c00684c253175eb6d700b5d8f277f4c2,NR_114315,0.0,824,95,97.331,Blautia luti DSM 14534
da7aa5fad99dfe33cfb01f7c3d2a42c3,NR_114315,0.0,826,95,97.331,Blautia luti DSM 14534
a5aea9a716e5c70411815ad54cbb48c0,NR_114315,0.0,818,94,97.125,Blautia luti DSM 14534
40fe2a66fa488f2119aed769c4b0a4fa,NR_114315,0.0,817,95,96.920,Blautia luti DSM 14534
b693f1f1be00c5178e61242616bf0e24,NR_113231,0.0,795,97,95.382,Blautia glucerasea
4f1ff3ce723ebc7d77a6a46cbc7f4046,NR_118086,0.0,848,97,97.988,Lachnoanaerobaculum orale
e87e6ba09959b53445f61fb221bfa5e9,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
10e13d62d38ddd6802f1963c6b1d4782,NR_118086,0.0,850,96,97.984,Lachnoanaerobaculum orale
cc0dd0728bf704b90a4d337955cb83a0,NR_118086,0.0,850,96,97.984,Lachnoanaerobaculum orale
356b2ee53ec43209f66bf204596347e0,NR_118086,0.0,855,96,98.185,Lachnoanaerobaculum orale
216987505847c9699d9fbec876fbdc0e,NR_179631,0.0,751,97,93.613,Corynebacterium dentalis
bb39d00a3273d63a79ae51adf4f9199e,NR_118669,0.0,746,97,93.227,[Clostridium] herbivorans
b5c364bd7c22a047981a534374a05d87,NR_179631,0.0,691,97,91.036,Corynebacterium dentalis
8cbbdb9eeb34bbb623bdb4b634b1201a,NR_118086,0.0,864,96,98.589,Lachnoanaerobaculum orale
f2f7c941615e41bc7548b327b00b0f11,NR_036928,0.0,846,94,98.760,Hungatella hathewayi
531a143719110ef3ad9e0abff3dc494a,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
c754fe955fdc44d7e4b44cf1edf88dc4,NR_024816,0.0,671,78,96.782,Prevotella salivae
39618746a443e9b0ea9092f06c5d63ca,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
263b237e2428ad58da558f330f260304,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
4c1dd378e5ae3e33ffa3f6268c9f3ea1,NR_179631,0.0,695,97,91.235,Corynebacterium dentalis
81fcf7d104d725e66ce677c3df2c32bc,NR_179631,0.0,698,97,91.417,Corynebacterium dentalis
86b861176a1c7fb4cd0a1b560a54dd66,NR_118730,0.0,706,97,91.200,[Clostridium] symbiosum
b2cfc612041f8a46dd869ca84d98ae27,NR_181586,0.0,774,98,94.235,Catonella massiliensis
e0b46d138113389bb83970049d362f33,NR_180825,0.0,700,97,91.383,Roseburia porci
bf346d37161b03bda0670ffdeac42ad4,NR_179631,0.0,695,97,91.235,Corynebacterium dentalis
5bda0b503b3ce29adcb9fe65508ff84b,NR_179434,0.0,696,97,90.818,Mediterraneibacter massiliensis
97d3aa327036c6956d9d70314c05e8c1,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
cd2c4cbfffe1fb9cf85eae7078744318,NR_179631,0.0,696,97,91.235,Corynebacterium dentalis
a565d5777fad2d700f5e2483ace69526,NR_179631,0.0,701,97,91.617,Corynebacterium dentalis
0a6802569338414acc26970974750936,NR_180825,0.0,700,97,91.383,Roseburia porci
69dcf55cac53581dbeb70de17354af2d,NR_179631,0.0,700,97,91.617,Corynebacterium dentalis
80f78430fa2ac9cacc087ac673d88721,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
d05d9b2a928e817ef827c92c51cb6306,NR_179631,0.0,698,97,91.451,Corynebacterium dentalis
3b0932a7271bf77da2a0cbefc6162c87,NR_179631,0.0,699,97,91.633,Corynebacterium dentalis
3cc22cfaffac57232925e0dc12774f05,NR_179631,0.0,698,97,91.451,Corynebacterium dentalis
47cf1dccc35072741c997919ae1bc4f3,NR_179631,0.0,709,97,91.833,Corynebacterium dentalis
32cf8af1e1fb261562ebc51027cf4098,NR_179631,0.0,700,97,91.633,Corynebacterium dentalis
5a8987b5cb4d40bb6418c3012d93f3a7,NR_179631,0.0,700,97,91.218,Corynebacterium dentalis
4e0578262015e41195e969da515d94b5,NR_179434,0.0,701,97,91.018,Mediterraneibacter massiliensis
241e0a272332bad6e0913650048875df,NR_179434,0.0,701,97,91.018,Mediterraneibacter massiliensis
0f330209da99543ccf184d7e1772474d,NR_179631,0.0,700,97,91.434,Corynebacterium dentalis
47bdd1b7aee12e462164c97df318e1f1,NR_179631,0.0,698,97,91.451,Corynebacterium dentalis
245b1a1ee1d645cf8406f1a97666e4f6,NR_179631,0.0,698,97,91.451,Corynebacterium dentalis
3d2d51b335779d7455e72acd5f337741,NR_179631,0.0,704,97,91.633,Corynebacterium dentalis
c1c0f1a7ba46dfaeca5bcd0f41c0b590,NR_179631,0.0,709,97,91.816,Corynebacterium dentalis
76286308fdcaf062774ccb2b59c5c325,NR_179631,0.0,699,97,91.633,Corynebacterium dentalis
ec9f8f933a5b07414cb226c65ace6592,NR_179631,0.0,700,97,91.617,Corynebacterium dentalis
defa9400be71ef12334a8ee6c5881794,NR_179631,0.0,705,97,91.816,Corynebacterium dentalis
f566b734ad484c2da2c13ae962503071,NR_179434,0.0,703,97,91.000,Mediterraneibacter massiliensis
f5764c70c0f38fb14e18c6d45da45ade,NR_179434,0.0,700,97,90.800,Mediterraneibacter massiliensis
92fafeadc7e9d82fe7cdcaedf0b80330,NR_179434,0.0,700,97,90.800,Mediterraneibacter massiliensis
5281e76bcd78eb10d64b789b16ac57c3,NR_179631,0.0,704,97,91.633,Corynebacterium dentalis
11e6c4ea822ef4c3e6fe87e54ab84d19,NR_179631,0.0,705,97,91.816,Corynebacterium dentalis
afccd21f9fdaf8363b3e71263cb1a517,NR_179631,0.0,696,97,91.417,Corynebacterium dentalis
37de0430ee59cfc4817ebdc5ce406806,NR_179631,0.0,706,97,91.816,Corynebacterium dentalis
c36ac24cf201ba75cdbd44f7d69d7de0,NR_179631,0.0,706,97,91.816,Corynebacterium dentalis
25a6645e6b2804b61b6ddc7d5b72a459,NR_179631,0.0,705,97,91.816,Corynebacterium dentalis
29ff58967f7eb7814d94645ecea3c928,NR_118730,0.0,706,97,91.200,[Clostridium] symbiosum
9cd469b3e148a8ce21507018972c8448,NR_118730,0.0,706,97,91.200,[Clostridium] symbiosum
c55b0f360cd203523a4deb97b7a15918,NR_118086,0.0,783,96,94.960,Lachnoanaerobaculum orale
78ef02130ccfbe11d7f9c7e37c6a66ef,NR_179631,0.0,700,97,91.617,Corynebacterium dentalis
2ca2e119590aaace279782bac1772ee0,NR_179631,0.0,700,97,91.617,Corynebacterium dentalis
377ef3486a1d71d6b702aeae9671d691,NR_181586,0.0,843,97,97.211,Catonella massiliensis
eb11eef43c217b7a8345024fd62dfa23,NR_118086,0.0,853,97,98.189,Lachnoanaerobaculum orale
dfd116c8b0be3c8378984b222a48babf,NR_118086,0.0,859,96,98.387,Lachnoanaerobaculum orale
9acaa5ebdb8118d78a90a8c79b85b944,NR_118086,0.0,855,96,98.185,Lachnoanaerobaculum orale
f21f287311bbf639f663d90f9b0c4c7c,NR_104684,0.0,874,97,98.798,Lachnoanaerobaculum saburreum DSM 3986
aa6b466e9eba5d31eb05848ad3bc16f5,NR_104684,0.0,878,97,98.998,Lachnoanaerobaculum saburreum DSM 3986
f69e667b839c81a575b84457c11ad31e,NR_104684,0.0,856,97,98.196,Lachnoanaerobaculum saburreum DSM 3986
dd4a864a8128f69a12c16d93c2a2ac0d,NR_104684,0.0,865,97,98.397,Lachnoanaerobaculum saburreum DSM 3986
9b489b48845df30e4fb9b36c19a9bfd5,NR_118086,0.0,886,96,99.597,Lachnoanaerobaculum orale
bda8398fa3fc7df9d958336de44aa73f,NR_104684,0.0,869,97,98.597,Lachnoanaerobaculum saburreum DSM 3986
7fe17c50b05fbfae67ce45102b90f159,NR_104684,0.0,866,97,98.597,Lachnoanaerobaculum saburreum DSM 3986
e4cebce8b620b3984f21de85c296821d,NR_104684,0.0,874,97,98.798,Lachnoanaerobaculum saburreum DSM 3986
cfc56fa759e576cecfb1cbd63ec5f140,NR_104684,0.0,866,97,98.597,Lachnoanaerobaculum saburreum DSM 3986
5a3a9ec116f8774608700d3642c80af9,NR_104684,0.0,866,97,98.597,Lachnoanaerobaculum saburreum DSM 3986
d4c495e6959150ab820c2f5efb7b9e76,NR_104684,0.0,815,97,96.192,Lachnoanaerobaculum saburreum DSM 3986
6684045e32dcf882215ea1e8274a082e,NR_104684,0.0,829,97,96.794,Lachnoanaerobaculum saburreum DSM 3986
b4db82395366dd8f12a6b9ff7adcdaa5,NR_104684,0.0,860,97,98.196,Lachnoanaerobaculum saburreum DSM 3986
1527de5ca1102cb00d64fdc4720c3c03,NR_118086,0.0,841,96,97.581,Lachnoanaerobaculum orale
2d55a28d6f783f96ae09a68ace9ffac5,NR_179631,0.0,698,97,91.451,Corynebacterium dentalis
1c692cb0acf59ab1c173cba9087fc303,NR_118086,0.0,864,96,98.589,Lachnoanaerobaculum orale
ded14981a9684a0950721d7a9ed181c7,NR_104684,0.0,887,97,99.399,Lachnoanaerobaculum saburreum DSM 3986
7f48f4f4db8ec79e9245c01c75833962,NR_118086,0.0,873,96,98.992,Lachnoanaerobaculum orale
15b4bc2cef4edb2022b3d161979351c2,NR_118086,0.0,836,96,97.576,Lachnoanaerobaculum orale
27eb69b40844c3a272680206d3df7e66,NR_175509,0.0,675,80,96.135,Prevotella vespertina
4b60041fa0c6e1a2dec9c1e7afc7868e,NR_113105,0.0,649,76,96.701,Prevotella histicola
9d121cb56b3f80a2ad0847fa32841ab8,NR_113085,0.0,662,77,97.208,Porphyromonas endodontalis
71f3a2139c2fa400c1cd72f87d85ba10,NR_179631,0.0,702,97,91.650,Corynebacterium dentalis
8e26c588ea2aaf5be2f85a303dbc700b,NR_179631,0.0,709,97,91.833,Corynebacterium dentalis
1917c44920684122cc00ebe9f7be12ed,NR_074652,0.0,638,97,88.317,Lachnoclostridium phytofermentans
2d518d05ca013f2d71d5e77b324b4487,NR_074652,0.0,638,97,88.317,Lachnoclostridium phytofermentans
83df32498388204774348287a51335c6,NR_074652,3.22e-179,627,97,87.747,Lachnoclostridium phytofermentans
01f2e897a4c80188a15d58c04f03fc3a,NR_074652,0.0,634,97,88.119,Lachnoclostridium phytofermentans
d6a08f2d2098edaa6eaf5243c64fd5e8,NR_028726,0.0,633,97,88.911,Lacrimispora algidixylanolytica
53565f30f1070a50f96df70b0088a361,NR_028726,9.21e-180,628,97,88.713,Lacrimispora algidixylanolytica
e99e75c86f8a45d901c67e8c665bd2cb,NR_028726,0.0,642,97,89.307,Lacrimispora algidixylanolytica
fedcfdb3643e7800000f4c63d96ae0b1,NR_118086,0.0,864,96,98.589,Lachnoanaerobaculum orale
cf99ea3c3fe87d2362167a6f858a23d8,NR_104684,0.0,869,97,98.597,Lachnoanaerobaculum saburreum DSM 3986
d3e618eab532ea7e091bc969267a1644,NR_118086,0.0,877,96,99.194,Lachnoanaerobaculum orale
46ac6f4b641d590dcd1c7c46a77b550f,NR_118086,0.0,877,96,99.194,Lachnoanaerobaculum orale
3653d9a730a0ebdc268fba3b88b9906e,NR_104684,0.0,892,97,99.599,Lachnoanaerobaculum saburreum DSM 3986
21cc5b3b94ed3df4f99f68b8ec33b4a2,NR_104684,0.0,866,97,98.597,Lachnoanaerobaculum saburreum DSM 3986
28aed2f58749dac343c7252566d97386,NR_118086,0.0,859,96,98.387,Lachnoanaerobaculum orale
f19b4ef753b2c3fbf310cfe07f7a0e86,NR_118086,0.0,871,97,98.994,Lachnoanaerobaculum orale
a540d12a1f91d61062d0d0639a6f5a6e,NR_118086,0.0,882,96,99.395,Lachnoanaerobaculum orale
887a4ae759b2930ff2b3f029d31b1c5a,NR_118086,0.0,873,96,98.992,Lachnoanaerobaculum orale
5be6999e4c2d0093fa38b86a84bb3835,NR_118086,0.0,856,96,98.381,Lachnoanaerobaculum orale
cb4c879d3e267275705181d67a05517a,NR_118086,0.0,882,96,99.395,Lachnoanaerobaculum orale
00063c2f7804a6c4d618aa3e4b3043d9,NR_104684,0.0,878,97,98.998,Lachnoanaerobaculum saburreum DSM 3986
bd24305edefeeca2159188483adef487,NR_118086,0.0,859,96,98.387,Lachnoanaerobaculum orale
82e7c0468925fecddaeeaca96c5d04e3,NR_118086,0.0,864,96,98.589,Lachnoanaerobaculum orale
e665c45f6f1ccea32ad18e8d2eddc60e,NR_118086,0.0,855,96,98.185,Lachnoanaerobaculum orale
90d8388f55fb2d8b5c44cb9f474692d5,NR_104684,0.0,896,97,99.800,Lachnoanaerobaculum saburreum DSM 3986
597eb7b6242cfeece4ae3324d480d72e,NR_104684,0.0,888,97,99.599,Lachnoanaerobaculum saburreum DSM 3986
d644ecb325d40753ba71059ffe32677c,NR_104684,0.0,896,97,99.800,Lachnoanaerobaculum saburreum DSM 3986
db8e6ab7f4a9a76d299c712b29edcfd0,NR_104684,0.0,901,97,100.000,Lachnoanaerobaculum saburreum DSM 3986
1479cfaa066c2e7816be208cb162ac8a,NR_104684,0.0,896,97,99.800,Lachnoanaerobaculum saburreum DSM 3986
01827192b86ee3042064f2ecb5d146d6,NR_118086,0.0,859,96,98.387,Lachnoanaerobaculum orale
46b144f23c32c70421eb519ea5cb54bf,NR_118086,0.0,873,96,98.992,Lachnoanaerobaculum orale
9f9e91372eb053abc4f34ee016e4ff3d,NR_118086,0.0,855,96,98.185,Lachnoanaerobaculum orale
b7d913820c4bf9a7156cb8f621cdb09f,NR_118086,0.0,864,96,98.589,Lachnoanaerobaculum orale
5428c7cc569490320469f3455078e6e6,NR_118086,0.0,856,96,98.387,Lachnoanaerobaculum orale
ebd8bd3571275431e08dd2746fce643e,NR_118086,0.0,860,96,98.589,Lachnoanaerobaculum orale
755c846b9a64339a1dc0eea784b221a2,NR_118086,0.0,873,96,98.992,Lachnoanaerobaculum orale
569cd52c4f0d0426cacabf37be7b417c,NR_118086,0.0,868,96,98.790,Lachnoanaerobaculum orale
415998d27dcf8f2421514e5c6e6cfee8,NR_118086,0.0,882,96,99.395,Lachnoanaerobaculum orale
5f58c6fca75e38801962d753704d45ca,NR_118086,0.0,873,96,98.992,Lachnoanaerobaculum orale
